cover1.jpg, Eric Reis, Lean startup
cover2.jpg, Howard Love, The startup j curve
cover3.png, Lar Clinter, Startup Guidebook
cover4.jpg, Elizabeth Murphy, Make Things happen
cover5.jpg, Roger Fisher, Getting to yes
cover6.jpg, Jim Collins, Good to great
cover7.jpg, Martin Bryers, The oddities of life
cover8.jpeg, Erik Axl Sund, The crow girl
cover9.jpg, Ian sutherland, Invasion of privacy
cover10.jpg, Daniel Cowen, Never to return
